0.0034783,-0.00073154,-0.016197
0.0045183,-0.00061938,-0.021156
0.0055306,-0.00021374,-0.031022
0.0063675,0.00041261,-0.045262
0.0070886,0.00045,-0.063288
0.0076949,0.00019093,-0.084376
0.0080198,-0.0003674,-0.10798
0.008366,-0.00092287,-0.13215
0.0086697,-0.00044713,-0.15302
0.0090933,-2.729e-05,-0.17158
0.0096979,0.0011842,-0.18803
0.010532,0.0027266,-0.20294
0.011161,0.0044924,-0.21571
0.011705,0.0066074,-0.22236
0.01234,0.0091461,-0.22374
0.013081,0.011588,-0.22035
0.013052,0.012184,-0.21335
0.012748,0.015049,-0.20251
0.013805,0.020109,-0.18799
0.016697,0.025196,-0.16982
0.021434,0.027639,-0.14988
0.028039,0.029271,-0.12808
0.037928,0.030817,-0.10782
0.051699,0.032502,-0.089259
0.067914,0.033381,-0.073662
0.086511,0.03417,-0.060464
0.10675,0.033956,-0.049546
0.12812,0.034737,-0.040576
0.15341,0.034488,-0.036998
0.1802,0.033808,-0.038145
0.20861,0.032913,-0.0435
0.23885,0.032195,-0.052525
0.26779,0.03312,-0.055506
0.29375,0.032658,-0.053991
0.31804,0.032683,-0.048432
0.34072,0.032993,-0.039419
0.36093,0.030625,-0.031679
0.38162,0.029175,-0.029813
0.40343,0.029074,-0.033381
0.42857,0.028795,-0.043798
0.44822,0.0274,-0.047637
0.46653,0.026603,-0.046959
0.48329,0.025588,-0.042284
0.49968,0.024723,-0.038246
0.51448,0.024563,-0.035661
0.52893,0.02449,-0.034189
0.62887,0.023531,-0.051874
0.6432,0.021477,-0.054536
0.6563,0.019917,-0.056969
0.66895,0.019302,-0.059162
0.68024,0.018849,-0.061102
0.69076,0.017623,-0.063043
0.69991,0.017337,-0.064594
0.70809,0.016524,-0.065874
0.71521,0.015033,-0.066867
0.72203,0.013995,-0.067851
0.72776,0.01309,-0.068556
0.73293,0.01222,-0.0692
0.73769,0.011256,-0.069836
0.74185,0.010377,-0.070514
0.74571,0.0096618,-0.070861
0.74923,0.0092228,-0.071132
0.75214,0.008564,-0.071309
0.75517,0.0084604,-0.071508
0.75702,0.0072334,-0.07175
0.75859,0.0062432,-0.071931
0.75944,0.0046547,-0.071892
0.76016,0.0036537,-0.071763
0.76034,0.0022517,-0.071582
0.76124,0.0015206,-0.071565
0.76312,0.003367,-0.070324
0.76151,0.0017506,-0.074314
0.75677,0.00061153,-0.08328
0.74995,-1.1031e-07,-0.091631
0.74195,-0.00027535,-0.09767
0.73302,-0.00075623,-0.1011
0.72394,-0.0013845,-0.10235
0.71452,-0.001844,-0.10171
0.70535,-0.002443,-0.099776
0.6961,-0.0026469,-0.096849
0.68732,-0.0031752,-0.093429
0.67819,-0.0033072,-0.089416
0.66915,-0.0036831,-0.085433
0.66018,-0.0036959,-0.081453
0.6512,-0.0033962,-0.077608
0.64238,-0.0025649,-0.074074
0.63373,-0.0017978,-0.070754
0.62556,-0.0012611,-0.067742
0.61743,-0.00083723,-0.065023
0.60945,-0.00074928,-0.062684
0.60123,-0.0010492,-0.060538
0.59302,-0.0015695,-0.058701
0.58529,-0.0018778,-0.056982
0.57807,-0.0020087,-0.055603
0.57108,-0.0020195,-0.054484
0.56471,-0.0015487,-0.053485
0.55804,-0.0015501,-0.052719
0.5523,-0.0013484,-0.052173
0.5467,-0.0013163,-0.051801
0.54163,-0.0012381,-0.051532
0.53706,-0.00096128,-0.051594
0.53309,-0.00077306,-0.051658
0.52966,-0.00028417,-0.051833
0.52678,0.00062262,-0.052156
0.52355,0.0012883,-0.052471
0.52059,0.0014488,-0.052805
0.51756,0.0016712,-0.053016
0.51442,0.001439,-0.053309
0.51247,0.0019206,-0.053607
0.51006,0.0018348,-0.053689
0.50834,0.0024067,-0.053893
0.50618,0.0025386,-0.053912
0.50463,0.0031761,-0.054101
0.50289,0.0038653,-0.054288
0.50191,0.0046126,-0.054617
0.50011,0.0046455,-0.054843
0.49848,0.0045075,-0.055124
0.49719,0.0045448,-0.055454
0.49626,0.0047156,-0.055823
0.49555,0.005327,-0.056114
0.49495,0.0060122,-0.056233
0.4947,0.0074584,-0.056299
0.4943,0.0085767,-0.056306
0.49383,0.0094146,-0.056396
0.49317,0.01001,-0.056416
0.49248,0.0099846,-0.056489
0.49199,0.010292,-0.056404
0.49172,0.010898,-0.056204
0.49074,0.011154,-0.056087
0.48966,0.011084,-0.055888
0.48883,0.01117,-0.05574
0.48841,0.011484,-0.055733
0.48788,0.011915,-0.055692
0.4874,0.012513,-0.05565
0.4864,0.012938,-0.055648
0.48593,0.013994,-0.055707
0.48577,0.015496,-0.05584
0.48513,0.015989,-0.055943
0.48464,0.016215,-0.055957
0.48406,0.016097,-0.055797
0.48359,0.016003,-0.055564
0.48325,0.016211,-0.055313
0.48277,0.016226,-0.05505
0.48223,0.016274,-0.054892
0.48194,0.016502,-0.054442
0.48187,0.017221,-0.054002
0.48177,0.017741,-0.05389
0.48188,0.018658,-0.053631
0.48142,0.018609,-0.053344
0.48067,0.018409,-0.05297
0.47988,0.018104,-0.052538
0.47896,0.017859,-0.052146
0.478,0.01734,-0.051661
0.47706,0.015882,-0.051746
0.47576,0.015483,-0.050629
0.46991,0.012271,-0.05475
0.4626,0.01146,-0.062154
0.45244,0.010514,-0.068125
0.44122,0.0095588,-0.071806
0.42952,0.0087551,-0.073279
0.41782,0.0078966,-0.072834
0.40494,0.0057807,-0.07106
0.39122,0.0030735,-0.068191
0.37782,0.0025095,-0.064607
0.3642,0.0028372,-0.060504
0.3519,0.0033838,-0.056492
0.33996,0.0040334,-0.052691
0.32807,0.0044164,-0.049118
0.31601,0.0050481,-0.045567
0.30403,0.0050145,-0.042253
0.29214,0.0049721,-0.039148
0.28081,0.0051033,-0.036458
0.26952,0.0055396,-0.033851
0.25912,0.0058737,-0.03155
0.2495,0.0063881,-0.029575
0.24002,0.0074704,-0.027778
0.23127,0.0084164,-0.026224
0.22251,0.0086933,-0.024935
0.21351,0.00848,-0.023791
0.20491,0.0079103,-0.022857
0.1971,0.0076264,-0.022124
0.19006,0.0077891,-0.021556
0.18339,0.0079931,-0.021049
0.17746,0.0080476,-0.020622
0.17171,0.0081533,-0.020298
0.16616,0.0082325,-0.020081
0.16095,0.00829,-0.019917
0.15554,0.0078698,-0.019755
0.15047,0.0075543,-0.019535
0.14532,0.0071302,-0.019317
0.14032,0.0063005,-0.019174
0.13559,0.0056536,-0.019027
0.13128,0.0053894,-0.01898
0.12742,0.0055362,-0.019032
0.12388,0.0056934,-0.019086
0.12064,0.0058887,-0.01916
0.11758,0.0059342,-0.019199
0.11483,0.0061478,-0.019336
0.11224,0.0065908,-0.019416
0.10988,0.0070918,-0.019582
0.10735,0.0069908,-0.01978
0.10493,0.0069358,-0.019839
0.10273,0.0068092,-0.019952
0.10082,0.006814,-0.020109
0.10079,0.0084886,-0.020496
0.098688,0.0074946,-0.020892
0.095873,0.0063369,-0.021598
0.093542,0.006178,-0.022088
0.090618,0.0057678,-0.022436
0.087304,0.0052513,-0.022597
0.083633,0.0045984,-0.022699
0.079721,0.0038685,-0.022559
0.075701,0.0029545,-0.022389
0.071634,0.0021371,-0.022124
0.067522,0.0015853,-0.021935
0.063628,0.0011565,-0.021666
0.059925,0.00086967,-0.02135
0.056421,0.00089761,-0.021011
0.053113,0.0012646,-0.020615
0.049804,0.001522,-0.020209
0.046827,0.0020016,-0.019892
0.043814,0.0024365,-0.019526
0.040943,0.0030653,-0.01926
0.038401,0.0040855,-0.01897
0.03607,0.00513,-0.018685
0.033719,0.0063158,-0.01846
0.031424,0.0074829,-0.018322
0.029245,0.0085588,-0.018189
0.026971,0.0091634,-0.018082
0.02494,0.0098795,-0.018017
0.023001,0.010486,-0.017977
0.021186,0.011158,-0.017914
0.019453,0.011649,-0.017855
0.017917,0.012027,-0.017628
0.01663,0.012679,-0.017373
0.015426,0.013471,-0.017086
0.014179,0.01421,-0.016956
0.012956,0.014945,-0.016826
0.011924,0.015624,-0.016768
0.011021,0.016386,-0.016627
0.010184,0.017079,-0.016553
0.0094298,0.017679,-0.016402
0.0087021,0.01835,-0.016322
0.0079225,0.018904,-0.016317
0.0072578,0.019355,-0.016286
0.0067473,0.019904,-0.016261
0.0063349,0.020427,-0.016159
0.0059565,0.020894,-0.016044
0.005458,0.021366,-0.016012
0.0050899,0.021914,-0.016003
0.0046188,0.022252,-0.015807
0.0041731,0.022473,-0.015609
0.0037542,0.022578,-0.015495
0.0032456,0.022598,-0.015371
0.0027444,0.0226,-0.015398
0.0022878,0.022679,-0.01539
0.0018814,0.022778,-0.01547
0.0016531,0.022866,-0.015503
0.0014412,0.023011,-0.015492
0.0013163,0.023144,-0.015537
0.0011777,0.023185,-0.015717
0.0010142,0.023236,-0.015718
0.00086936,0.023374,-0.015583
0.0010103,0.023385,-0.01551
0.0013955,0.022154,-0.015499
0.0017178,0.021789,-0.015458
0.0016594,0.021159,-0.015421
0.0014734,0.020795,-0.015488
0.0015354,0.020684,-0.015381
0.0018945,0.020719,-0.015249
0.0020423,0.020664,-0.015269
0.0024979,0.020794,-0.015275
0.0029885,0.020839,-0.015207
0.0035282,0.020713,-0.015168
0.0037108,0.02019,-0.01505
0.0039101,0.019702,-0.014827
0.004478,0.018905,-0.014609
0.0052294,0.018621,-0.014401
0.0056422,0.018332,-0.014095
0.0060112,0.018027,-0.013816
0.0062915,0.017764,-0.01358
0.0065423,0.017401,-0.013417
0.0066106,0.016617,-0.013292
0.0064851,0.015958,-0.013196
0.0063029,0.015368,-0.013187
